citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C49827,Centaur,2,0,0,0,8,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,1,55+,0,1,Masters,8,AJI,AJI,Cosmos
C49828,Tokugawa,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,3,55+,0,1,Diploma,10,APH,ACL,Tokugawa
C49829,Odyssey,0,4,0,6,1,0,3,0,4,1,0,0,0,1,0,0,1,0,0,0,0,15,0,15,15,4,46-55,0,0,Masters,7,AWO,AVV,Cosmos
C49830,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,46-55,1,1,Degree,6,AHR,APH,Odyssey
C49831,Ebony,2,4,0,1,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,5,11,0,15,0,3,25-35,1,1,Masters,8,AET,APH,Cosmos
C49832,Tokugawa,2,7,17,0,8,2,3,2,0,0,0,0,3,0,1,0,2,2,0,0,10,6,15,0,15,2,55+,0,1,Degree,7,AJI,AJI,Tokugawa
C49833,Odyssey,0,0,0,13,1,0,0,0,9,1,0,0,0,1,0,0,0,0,2,0,0,15,0,15,15,1,46-55,1,0,Degree,7,AUJ,AUJ,Odyssey
C49834,Cosmos,0,0,0,8,5,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,15,15,2,25-35,1,0,Degree,8,ACD,AXG,Odyssey
C49835,Cosmos,0,0,4,0,6,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,15,0,15,2,55+,1,1,Diploma,7,AJI,AJI,Cosmos
C49836,Cosmos,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,15,0,0,0,13,4,25-35,0,0,Primary,7,AKD,AWX,Cosmos
C49837,Odyssey,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,4,55+,1,0,Diploma,5,AET,AET,Odyssey
C49838,Ebony,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,2,18-24,1,1,Diploma,7,APH,ANQ,Ebony
C49839,Ebony,0,4,0,3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,7,0,15,0,4,18-24,1,0,Degree,6,ACL,ABX,Odyssey
C49840,Ebony,2,21,0,0,6,2,19,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,46-55,1,0,Primary,7,AII,AII,Ebony
C49841,Centaur,4,0,0,8,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,0,3,46-55,1,0,Masters,6,AOX,AUE,Centaur
C49842,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,15,0,15,15,3,46-55,1,0,Primary,7,AHO,AWX,Ebony
C49843,Ebony,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,4,25-35,0,1,Masters,6,ACL,AXO,Ebony
C49844,Centaur,9,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,0,4,55+,1,1,Degree,7,AHS,AHS,Centaur
C49845,Odyssey,0,0,0,12,2,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,15,15,1,36-45,0,0,Degree,8,AYE,AYE,Odyssey
C49846,Odyssey,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,18-24,0,0,Diploma,7,ATA,ATA,Odyssey
C49847,Tokugawa,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,15,0,0,4,25-35,1,0,Primary,7,ANQ,AOV,Odyssey
C49848,Tokugawa,0,0,10,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,3,25-35,0,0,Primary,4,AEC,AEC,Tokugawa
C49849,Cosmos,3,1,0,2,4,3,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,15,5,1,25-35,1,0,Primary,7,AQT,AOV,Cosmos
C49850,Ebony,0,18,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,0,0,8,0,0,0,4,18-24,0,0,Degree,8,ASE,ASE,Ebony
C49851,Cosmos,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,0,Degree,6,AVV,AVV,Cosmos
C49852,Cosmos,0,1,0,0,7,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,3,25-35,1,0,Degree,7,APH,AOV,Cosmos
C49853,Odyssey,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,0,Degree,6,AQX,AQX,Tokugawa
C49854,Centaur,4,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,15,4,18-24,0,1,Degree,8,AUD,AJI,Centaur
C49855,Odyssey,2,0,0,15,0,2,0,0,8,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,0,3,25-35,1,1,Degree,9,AQX,AQX,Odyssey
C49856,Tokugawa,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,3,25-35,0,0,Masters,8,AOT,ACL,Tokugawa
C49857,Centaur,11,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,36-45,1,0,Masters,8,ADV,AHS,Centaur
C49858,Cosmos,1,1,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,10,15,0,15,15,4,25-35,1,0,Diploma,6,ATI,AFX,Cosmos
C49859,Ebony,0,2,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,18-24,0,0,Degree,4,ACL,AHR,Tokugawa
C49860,Cosmos,2,1,0,1,19,0,1,0,1,14,0,0,0,0,2,1,0,0,0,0,15,0,0,15,15,3,46-55,0,1,Degree,9,AWX,AOV,Cosmos
C49861,Ebony,1,13,0,2,0,1,11,0,2,0,0,0,0,0,0,0,2,0,0,0,15,15,0,15,0,1,55+,1,0,Masters,6,ABX,ABX,Ebony
C49862,Odyssey,0,5,0,7,0,0,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,15,0,15,0,4,18-24,1,0,Degree,5,AII,AII,Odyssey
C49863,Centaur,3,3,0,3,0,1,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,12,0,15,0,3,46-55,1,1,Masters,8,AOV,AES,Centaur
C49864,Centaur,6,6,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,3,0,0,0,3,25-35,1,0,Degree,4,APH,APH,Centaur
C49865,Ebony,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,15,15,0,0,4,36-45,0,0,Degree,4,ANQ,ACL,Ebony
C49866,Odyssey,0,0,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,46-55,0,0,Masters,8,AJI,AUE,Odyssey
C49867,Cosmos,0,0,0,3,7,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,4,25-35,0,0,Masters,7,AWI,AWI,Cosmos
C49868,Ebony,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,4,25-35,0,0,Diploma,8,AII,AII,Ebony
C49869,Cosmos,2,3,0,0,9,2,2,0,0,3,0,0,0,0,3,0,1,0,0,0,15,0,0,0,6,1,25-35,0,0,Degree,7,AJI,ABX,Cosmos
C49870,Centaur,8,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,1,46-55,1,0,Diploma,5,AHS,AHS,Centaur
C49871,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25-35,0,0,Primary,5,AWX,ACL,Ebony
C49872,Centaur,4,2,4,0,3,2,1,4,0,1,1,0,0,0,1,0,1,0,0,0,15,15,15,0,15,4,36-45,1,1,Degree,6,ANQ,ACM,Cosmos
C49873,Tokugawa,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,4,55+,0,0,Masters,7,APH,APH,Tokugawa
C49874,Ebony,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Masters,5,AXG,AXG,Ebony
C49875,Odyssey,5,1,0,10,0,0,0,0,8,0,1,0,0,1,0,3,1,0,0,0,15,15,0,15,0,4,36-45,1,1,Primary,5,AQU,AHS,Odyssey
C49876,Centaur,4,0,0,10,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,15,0,2,55+,0,1,Degree,9,AVO,ACL,Odyssey
C49877,Centaur,7,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,0,0,10,2,36-45,1,0,Masters,9,AHO,AMR,Centaur
C49878,Ebony,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,15,3,36-45,1,1,Masters,7,ACL,AJI,Ebony
C49879,Tokugawa,0,0,11,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,4,36-45,1,1,Masters,6,ACO,ATU,Tokugawa
C49880,Ebony,0,13,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,8,ASE,ASE,Ebony
C49881,Ebony,2,11,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,15,15,0,0,0,4,36-45,1,1,Degree,7,APH,ANQ,Ebony
C49882,Odyssey,0,0,0,14,1,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Primary,7,AUE,AUE,Odyssey
C49883,Ebony,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,18-24,0,1,Diploma,6,ABX,ABX,Ebony
C49884,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,1,55+,0,0,Masters,6,ATI,ACL,Cosmos
C49885,Cosmos,0,1,2,0,6,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,3,36-45,0,0,Degree,6,AEC,AEC,Cosmos
C49886,Odyssey,2,2,0,7,1,0,2,0,5,1,1,0,0,1,0,0,0,0,0,0,7,15,0,15,0,4,55+,0,1,Diploma,8,AQU,AQU,Odyssey
C49887,Cosmos,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,4,18-24,1,1,Primary,4,AJI,AJI,Cosmos
C49888,Cosmos,1,0,0,0,7,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,15,0,0,0,10,3,46-55,0,0,Diploma,5,AJI,AJI,Cosmos
C49889,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,55+,1,0,Masters,6,ATI,ATI,Cosmos
C49890,Centaur,6,0,0,0,2,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,15,0,0,0,15,3,55+,1,0,Degree,8,AXL,AMR,Centaur
C49891,Centaur,4,1,7,0,1,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,15,15,15,0,15,1,55+,1,0,Degree,6,ATU,ATU,Centaur
C49892,Centaur,6,0,0,9,0,4,0,0,6,0,1,0,0,1,0,0,0,0,0,0,15,15,0,15,0,1,46-55,1,0,Degree,6,AJV,ADV,Odyssey
C49893,Centaur,4,0,0,0,14,0,0,0,0,2,1,0,0,0,4,1,0,0,0,0,15,0,0,0,15,2,46-55,0,1,Masters,8,ATI,ATI,Cosmos
C49894,Tokugawa,1,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,15,0,15,0,0,3,46-55,0,0,Masters,4,AXL,AQU,Tokugawa
C49895,Odyssey,4,0,0,7,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,2,25-35,0,1,Masters,9,AQT,ACL,Odyssey
C49896,Centaur,3,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,36-45,1,0,Masters,5,AHO,AHO,Centaur
C49897,Odyssey,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,46-55,1,0,Masters,8,AQT,AQT,Odyssey
C49898,Cosmos,1,1,0,0,7,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12,3,46-55,1,0,Degree,6,AWX,AUE,Cosmos
C49899,Centaur,14,0,0,2,0,8,0,0,2,0,2,0,0,0,0,1,0,0,0,0,15,0,0,15,0,4,25-35,1,1,Masters,8,AOX,AOX,Centaur
C49900,Cosmos,0,1,0,0,7,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,15,0,15,11,4,36-45,1,1,Masters,7,AMR,AOV,Centaur
C49901,Odyssey,0,0,0,11,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,55+,1,0,Masters,6,AOV,AUE,Odyssey
C49902,Ebony,3,2,3,0,2,1,1,2,0,0,1,0,0,0,1,0,1,1,0,0,11,10,9,0,10,3,46-55,0,0,Diploma,6,AEC,AWX,Tokugawa
C49903,Odyssey,0,3,5,16,5,0,3,1,3,3,0,0,1,5,1,0,0,1,1,0,0,15,15,15,8,3,25-35,1,0,Degree,8,ANG,AET,Odyssey
C49904,Ebony,1,1,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,25-35,1,0,Primary,5,ATA,ATA,Cosmos
C49905,Ebony,0,14,0,0,1,0,8,0,0,1,0,0,0,0,0,0,3,0,0,0,15,15,0,0,0,4,25-35,0,1,Primary,7,APH,APH,Ebony
C49906,Odyssey,4,0,0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,15,0,0,15,15,4,46-55,1,0,Primary,9,AQX,ATI,Odyssey
C49907,Ebony,5,15,0,10,0,2,4,0,4,0,0,3,0,3,0,3,5,0,0,0,15,15,0,15,0,4,18-24,1,0,Masters,8,ADE,ADE,Ebony
C49908,Cosmos,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,3,25-35,1,0,Degree,8,AEC,ATU,Tokugawa
C49909,Tokugawa,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,4,46-55,1,1,Masters,8,APH,ACL,Tokugawa
C49910,Cosmos,0,0,0,3,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,15,2,46-55,0,0,Degree,9,AWX,ATI,Odyssey
C49911,Cosmos,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,15,15,0,15,3,46-55,0,1,Masters,7,APH,AJI,Tokugawa
C49912,Ebony,0,17,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,15,0,0,0,3,46-55,0,1,Degree,7,AXO,AXO,Ebony
C49913,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,1,Diploma,9,ACL,AJV,Centaur
C49914,Tokugawa,5,0,15,0,18,0,0,2,0,0,2,0,3,0,1,0,0,3,0,0,9,0,15,0,7,4,55+,1,1,Masters,9,APH,AJV,Tokugawa
C49915,Centaur,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,55+,0,1,Diploma,6,ACL,ASF,Odyssey
C49916,Cosmos,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,15,0,0,15,1,55+,1,1,Diploma,7,AWX,ACL,Cosmos
C49917,Ebony,0,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,25-35,1,0,Diploma,6,AWD,AWD,Ebony
C49918,Tokugawa,0,1,12,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,15,15,0,15,1,18-24,1,0,Masters,7,AEC,AEC,Tokugawa
C49919,Cosmos,0,0,0,0,14,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,2,25-35,1,0,Masters,8,AWX,AWX,Cosmos
C49920,Cosmos,5,7,5,0,6,0,4,2,0,3,2,1,1,0,1,0,1,1,0,0,15,13,15,0,12,4,25-35,1,0,Masters,7,AJI,APH,Ebony
C49921,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,55+,1,1,Masters,7,ATI,ACL,Centaur
C49922,Ebony,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,3,55+,0,0,Masters,6,AVG,AVG,Tokugawa
C49923,Cosmos,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Masters,8,ALG,ACL,Ebony
C49924,Ebony,4,4,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,12,0,0,15,7,1,46-55,1,0,Degree,6,AIH,ATV,Cosmos
C49925,Odyssey,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,18-24,1,0,Masters,8,AWI,ACL,Cosmos
C49926,Ebony,0,2,18,0,0,0,0,6,0,0,0,1,3,0,0,0,0,3,0,0,0,15,15,0,0,4,55+,1,1,Masters,8,ANQ,AJV,Tokugawa
C49927,Ebony,2,2,0,1,3,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,15,15,15,15,15,1,18-24,1,0,Diploma,7,AAE,AAE,Centaur
C49928,Ebony,0,3,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,0,3,18-24,0,0,Degree,7,ASE,ASE,Ebony
C49929,Odyssey,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,4,46-55,1,0,Diploma,9,AQU,ACL,Odyssey
C49930,Centaur,6,0,0,0,4,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,15,0,0,0,15,1,46-55,1,0,Degree,8,AQU,AWX,Tokugawa
C49931,Centaur,4,0,3,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,15,0,15,0,15,2,25-35,0,0,Degree,8,AEC,AEC,Cosmos
C49932,Tokugawa,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,15,15,0,0,3,18-24,0,1,Masters,6,AEC,AEC,Cosmos
C49933,Cosmos,0,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Degree,8,AHR,AHR,Cosmos
C49934,Odyssey,0,0,0,19,0,0,0,0,15,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,1,46-55,0,1,Diploma,8,AWI,AWI,Odyssey
C49935,Ebony,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,25-35,1,0,Diploma,7,AOV,AOV,Ebony
C49936,Cosmos,16,3,0,2,15,6,0,0,0,9,1,0,0,1,1,8,2,0,0,4,5,9,0,15,1,3,25-35,0,0,Diploma,6,ATI,ATI,Cosmos
C49937,Centaur,21,2,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,15,0,0,0,3,25-35,0,0,Primary,8,ARK,ARK,Centaur
C49938,Cosmos,0,0,0,2,4,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,13,1,25-35,0,0,Primary,5,AWX,ATI,Cosmos
C49939,Odyssey,3,2,0,8,0,3,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,36-45,0,0,Degree,7,AXT,AWI,Odyssey
C49940,Cosmos,0,0,2,0,13,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,10,0,15,2,18-24,1,1,Degree,6,APH,AJI,Cosmos
C49941,Centaur,4,1,4,0,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,10,0,11,0,0,1,25-35,0,0,Primary,7,AYI,ANQ,Cosmos
C49942,Odyssey,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,55+,1,0,Masters,8,AYE,AMH,Odyssey
C49943,Ebony,0,10,0,0,1,0,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,15,0,0,11,4,25-35,0,1,Degree,7,AVN,AVN,Cosmos
C49944,Odyssey,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,15,0,15,0,1,46-55,1,0,Degree,7,ACL,AHR,Odyssey
C49945,Ebony,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,0,1,Degree,8,AVX,AVX,Cosmos
C49946,Ebony,0,4,0,2,2,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,7,0,15,5,3,25-35,1,0,Masters,6,AVG,AVG,Odyssey
C49947,Tokugawa,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,1,46-55,1,0,Degree,6,AQQ,ATU,Tokugawa
C49948,Cosmos,0,1,0,0,12,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,15,0,0,15,3,18-24,1,0,Degree,7,AMS,AMS,Ebony
C49949,Ebony,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,3,25-35,1,1,Degree,7,AWI,AWI,Ebony
C49950,Ebony,0,4,0,8,1,0,3,0,8,1,0,0,0,0,0,0,1,0,0,0,0,15,0,15,15,3,55+,0,1,Degree,6,AWT,AWT,Ebony
C49951,Odyssey,0,0,2,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,4,55+,1,0,Masters,7,ATG,ATG,Tokugawa
C49952,Tokugawa,0,2,9,0,0,0,0,5,0,0,0,0,1,0,0,0,1,2,0,0,0,7,15,0,0,3,25-35,0,0,Diploma,6,ABX,AQU,Tokugawa
C49953,Odyssey,1,2,2,2,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,15,15,15,15,0,3,36-45,1,1,Masters,9,AWD,AQX,Tokugawa
C49954,Cosmos,1,1,2,1,2,1,1,1,1,6,0,0,0,0,1,1,0,0,0,0,15,0,0,0,15,4,25-35,1,0,Masters,7,AMS,AMS,Cosmos
C49955,Ebony,1,5,1,1,1,1,4,1,1,0,0,1,0,0,1,0,1,0,0,0,15,15,0,15,15,1,25-35,0,1,Degree,5,AOV,AVV,Odyssey
C49956,Cosmos,2,1,2,2,12,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,4,25-35,1,0,Degree,5,AWX,AWX,Centaur
C49957,Centaur,9,1,1,6,3,3,1,1,4,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,1,18-24,0,1,Diploma,7,AQU,AQU,Odyssey
C49958,Odyssey,1,1,1,9,1,1,1,1,9,0,0,1,0,1,0,0,2,0,1,0,15,14,0,15,0,3,46-55,0,1,Diploma,7,ARM,ARM,Centaur
C49959,Ebony,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,3,36-45,1,0,Degree,0,ACL,AWD,Centaur
C49960,Centaur,4,1,3,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,25-35,1,1,Primary,6,AHJ,AHS,Odyssey
C49961,Centaur,3,2,3,1,1,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Masters,9,AJI,AJI,Cosmos
C49962,Cosmos,1,1,1,1,8,1,1,1,1,2,0,1,0,0,2,0,0,0,0,5,0,2,0,0,6,2,55+,0,0,Primary,7,AJI,APQ,Cosmos
C49963,Cosmos,1,3,1,1,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,46-55,0,0,Masters,5,AII,AII,Ebony
C49964,Cosmos,1,2,1,1,3,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Masters,8,ACL,AEY,Cosmos
C49965,Tokugawa,1,1,8,4,1,1,1,3,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,36-45,0,0,Primary,6,ALK,AMS,Cosmos
C49966,Odyssey,1,1,1,11,7,1,1,1,10,0,0,0,1,0,0,0,1,2,0,0,0,15,15,0,0,4,36-45,0,1,Diploma,8,ANQ,ANQ,Tokugawa
C49967,Ebony,1,2,1,1,1,1,2,1,1,0,1,0,1,1,0,0,2,0,2,0,9,0,0,15,0,3,55+,1,0,Masters,8,AET,AHO,Odyssey
C49968,Cosmos,1,1,1,2,5,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,25-35,1,1,Diploma,5,AXG,AZP,Odyssey
C49969,Cosmos,3,1,1,1,9,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,15,0,15,0,4,25-35,1,0,Masters,6,AUE,AUE,Centaur
C49970,Odyssey,1,3,1,7,2,1,3,1,6,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,3,25-35,1,0,Masters,6,AQU,AQU,Tokugawa
C49971,Odyssey,1,1,3,7,5,1,1,2,3,0,0,0,0,0,0,0,0,0,2,0,15,0,15,15,0,3,36-45,1,0,Primary,4,AES,AOV,Tokugawa
C49972,Cosmos,1,1,1,1,7,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,15,15,0,15,3,18-24,1,0,Masters,7,AZG,ACL,Tokugawa
C49973,Tokugawa,1,1,9,2,1,1,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,15,0,7,3,55+,1,1,Masters,7,AEC,AEC,Cosmos
C49974,Tokugawa,1,1,4,1,1,1,1,2,1,2,1,0,0,0,3,0,0,0,0,0,15,15,0,0,15,3,46-55,1,1,Masters,8,ATI,AOV,Cosmos
C49975,Tokugawa,1,4,20,1,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,7,7,0,0,10,1,18-24,0,0,Degree,5,AHO,AHO,Ebony
C49976,Centaur,4,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,4,25-35,1,0,Degree,6,ADE,ANQ,Tokugawa
C49977,Cosmos,1,1,1,1,9,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,15,15,0,15,15,3,18-24,1,0,Diploma,6,ATI,AHJ,Odyssey
C49978,Odyssey,2,1,1,11,1,2,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,0,Primary,9,AQX,ACL,Odyssey
C49979,Cosmos,1,1,1,1,3,1,1,1,1,1,0,0,1,0,0,0,0,3,0,0,15,0,15,0,15,1,46-55,1,1,Masters,7,AWD,AWD,Cosmos
C49980,Centaur,13,2,1,19,5,7,2,1,2,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,1,25-35,1,0,Diploma,6,AII,AII,Ebony
